Date,PageName,TrafficSource,TrafficType,Users,Sessions,BounceRate,SessionDurationSeconds,PagesPerSession,EngagementRate,ConversionRate,GoalCompletions,EventCount,PagePerformance
2025-06-29,Products,Direct,Direct,4,5,0.6175,132.54,3.39,0.3775,0.0474,0,26,Low Performing
2025-06-29,Home,Social,Social,2,2,0.4158,271.79,1.5,0.6103,0.0059,0,7,Low Performing
2025-06-29,About,Direct,Direct,11,11,0.47,255.09,4.61,0.5362,0.089,0,149,High Performing
2025-06-29,Checkout,Direct,Direct,2,3,0.5078,227.19,2.93,0.5882,0.0761,0,33,Average Performing
2025-06-30,FAQ,Social,Social,4,4,0.5392,68.05,2.34,0.4815,0.0302,0,5,Low Performing
2025-06-30,Products,Organic Search,Organic,6,6,0.5155,33.95,4.25,0.4204,0.0691,1,65,Low Performing
2025-06-30,Blog,Organic Search,Organic,3,4,0.5456,194.18,3.08,0.4587,0.0598,0,35,Average Performing
2025-06-30,Landing Page,Organic Search,Organic,11,14,0.3954,108.6,1.52,0.6137,0.0638,0,25,Average Performing
2025-06-30,About,Direct,Direct,5,5,0.5352,39.74,2.86,0.4675,0.0637,0,28,High Performing
2025-06-30,Contact,Paid Search,Paid,1,2,0.4951,277.85,1.56,0.4998,0.0607,0,11,High Performing
2025-06-30,Blog,Paid Search,Paid,8,9,0.5662,273.21,1.25,0.4453,0.06,0,38,Average Performing
2025-06-30,Home,Organic Search,Organic,4,4,0.4711,297.23,3.44,0.5205,0.0496,0,41,Low Performing
2025-06-30,About,Referral,Referral,1,3,0.4974,59.1,1.22,0.5529,0.0172,0,27,High Performing
2025-07-01,Products,Organic Search,Organic,10,10,0.5107,102.68,1.59,0.4457,0.0276,1,61,Low Performing
2025-07-01,Landing Page,Paid Search,Paid,9,12,0.5066,205.97,1.84,0.5272,0.0374,0,71,Average Performing
2025-07-01,Blog,Direct,Direct,11,13,0.3984,91.69,3.37,0.6387,0.0637,0,99,Average Performing
2025-07-01,Home,Organic Search,Organic,7,7,0.4579,164.47,3.68,0.5734,0.0679,1,67,Low Performing
2025-07-01,Blog,Paid Search,Paid,3,4,0.5596,496.85,1.0,0.4147,0.0368,0,1,Average Performing
2025-07-01,Products,Organic Search,Organic,1,1,0.4606,170.97,1.43,0.5206,0.0406,0,4,Low Performing
2025-07-01,About,Social,Social,1,3,0.4615,309.19,4.11,0.5401,0.0611,2,37,High Performing
2025-07-01,Products,Social,Social,7,9,0.576,78.92,1.97,0.4061,0.0511,0,41,Low Performing
2025-07-01,Contact,Social,Social,6,8,0.4478,206.24,3.81,0.5336,0.0657,0,62,High Performing
2025-07-01,Contact,Organic Search,Organic,1,1,0.5,61.34,4.52,0.441,0.1086,0,9,High Performing
2025-07-02,Products,Organic Search,Organic,3,3,0.5638,55.49,1.42,0.5047,0.0608,0,19,Low Performing
2025-07-02,Services,Direct,Direct,3,4,0.5575,239.88,1.0,0.4163,0.0324,0,24,Average Performing
2025-07-02,Blog,Social,Social,4,5,0.5141,140.35,3.51,0.4843,0.0645,0,32,Average Performing
2025-07-02,Home,Organic Search,Organic,9,9,0.5825,94.53,1.0,0.4116,0.0363,1,16,Low Performing
2025-07-03,Home,Organic Search,Organic,2,2,0.4344,380.27,1.33,0.5196,0.0679,0,9,Low Performing
2025-07-03,Pricing,Social,Social,6,6,0.5257,160.59,1.17,0.4273,0.0537,0,20,High Performing
2025-07-03,Pricing,Organic Search,Organic,10,11,0.4951,146.5,2.44,0.5039,0.0874,1,65,High Performing
2025-07-03,Contact,Organic Search,Organic,9,9,0.4087,562.12,4.75,0.6261,0.1086,0,98,High Performing
2025-07-04,About,Direct,Direct,9,12,0.5129,386.12,2.67,0.4274,0.0807,1,35,High Performing
2025-07-04,Home,Direct,Direct,5,5,0.5388,307.96,1.0,0.4174,0.0528,0,19,Low Performing
2025-07-04,Services,Social,Social,3,3,0.5425,108.16,2.41,0.4734,0.0478,0,14,Average Performing
2025-07-04,Blog,Referral,Referral,5,6,0.4886,265.83,2.57,0.4598,0.063,0,61,Average Performing
2025-07-04,Services,Social,Social,3,4,0.5893,83.61,7.85,0.3852,0.1391,0,66,Average Performing
2025-07-04,Home,Organic Search,Organic,7,7,0.414,53.97,1.69,0.6364,0.0408,0,6,Low Performing
2025-07-04,Blog,Organic Search,Organic,3,6,0.4848,99.37,1.54,0.563,0.0302,1,26,Average Performing
2025-07-05,Blog,Organic Search,Organic,10,12,0.4859,199.59,3.29,0.5757,0.0126,1,101,Average Performing
2025-07-05,Home,Organic Search,Organic,10,13,0.5409,82.79,1.0,0.3821,0.0235,0,33,Low Performing
2025-07-05,Services,Direct,Direct,9,9,0.4657,164.64,2.55,0.5427,0.0492,0,62,Average Performing
2025-07-05,Services,Referral,Referral,5,7,0.4319,401.38,5.31,0.6468,0.0911,1,66,Average Performing
2025-07-05,About,Organic Search,Organic,7,7,0.4587,211.3,3.25,0.5434,0.0616,2,45,High Performing
2025-07-06,Blog,Direct,Direct,5,6,0.4644,32.27,4.8,0.5473,0.0787,0,56,Average Performing
2025-07-06,Blog,Referral,Referral,3,3,0.4956,184.42,3.59,0.545,0.1064,0,31,Average Performing
2025-07-06,Services,Organic Search,Organic,5,6,0.3809,290.95,5.68,0.5907,0.0838,0,78,Average Performing
2025-07-06,Blog,Social,Social,2,2,0.4716,203.89,1.4,0.5816,0.0484,0,6,Average Performing
2025-07-06,About,Paid Search,Paid,11,12,0.5211,382.98,1.93,0.4605,0.035,0,27,High Performing
2025-07-06,Products,Paid Search,Paid,2,3,0.4951,86.71,3.23,0.4633,0.0416,0,19,Low Performing
2025-07-06,Home,Organic Search,Organic,6,7,0.4319,201.0,3.5,0.5089,0.0709,1,37,Low Performing
2025-07-06,Pricing,Direct,Direct,5,5,0.4649,46.37,1.67,0.5837,0.0468,1,17,High Performing
2025-07-07,Blog,Direct,Direct,9,9,0.5335,59.02,1.74,0.4243,0.0157,0,32,Average Performing
2025-07-07,Pricing,Social,Social,5,5,0.4641,198.16,5.46,0.4905,0.0965,0,50,High Performing
2025-07-07,Services,Paid Search,Paid,2,4,0.6164,85.61,1.0,0.4114,0.0275,0,6,Average Performing
2025-07-07,About,Organic Search,Organic,8,8,0.4328,245.9,1.31,0.5866,0.0446,0,13,High Performing
2025-07-07,Services,Direct,Direct,6,8,0.5072,96.3,3.83,0.4733,0.07,0,56,Average Performing
2025-07-07,Products,Organic Search,Organic,3,5,0.4602,164.48,1.21,0.4852,0.0276,0,20,Low Performing
2025-07-07,Checkout,Direct,Direct,7,7,0.5428,422.17,1.0,0.3866,0.0539,0,28,Average Performing
2025-07-08,Pricing,Organic Search,Organic,7,9,0.4755,381.16,1.0,0.5779,0.0646,0,51,High Performing
2025-07-08,Home,Direct,Direct,9,10,0.4121,126.06,3.84,0.5979,0.0401,1,76,Low Performing
2025-07-08,Landing Page,Social,Social,9,9,0.5389,135.49,3.25,0.5234,0.0693,0,63,Average Performing
2025-07-08,Contact,Direct,Direct,6,9,0.5121,366.3,1.73,0.5039,0.0741,3,29,High Performing
2025-07-08,Home,Organic Search,Organic,5,6,0.5467,165.71,2.2,0.4213,0.0946,1,53,Low Performing
2025-07-08,Landing Page,Organic Search,Organic,11,12,0.5289,84.07,3.2,0.4919,0.0756,1,113,Average Performing
2025-07-08,Pricing,Organic Search,Organic,2,5,0.5134,245.83,1.83,0.4059,0.0308,0,17,High Performing
2025-07-08,Checkout,Social,Social,10,13,0.508,255.42,1.6,0.5046,0.0427,0,27,Average Performing
2025-07-08,Services,Paid Search,Paid,8,9,0.5571,106.02,1.78,0.4328,0.0376,0,61,Average Performing
2025-07-09,Products,Paid Search,Paid,2,3,0.5221,243.85,2.43,0.5184,0.0837,0,24,Low Performing
2025-07-09,Blog,Organic Search,Organic,2,3,0.5073,319.84,3.92,0.4941,0.0975,0,35,Average Performing
2025-07-09,Products,Direct,Direct,9,10,0.4449,141.11,3.57,0.5215,0.069,0,78,Low Performing
2025-07-09,Blog,Referral,Referral,4,5,0.432,311.33,1.93,0.5117,0.0193,0,26,Average Performing
2025-07-09,Products,Referral,Referral,6,7,0.5766,70.09,3.7,0.4281,0.0426,0,58,Low Performing
2025-07-10,Checkout,Referral,Referral,10,11,0.412,196.37,3.98,0.5952,0.0644,1,86,Average Performing
2025-07-10,Pricing,Direct,Direct,11,11,0.4826,408.73,6.04,0.5299,0.1255,1,109,High Performing
2025-07-10,Pricing,Paid Search,Paid,7,10,0.4271,21.63,10.75,0.5768,0.1455,1,242,High Performing
2025-07-10,Home,Organic Search,Organic,2,4,0.5511,59.35,3.67,0.4057,0.0819,0,28,Low Performing
2025-07-10,Services,Organic Search,Organic,5,7,0.4507,137.17,2.11,0.6082,0.0498,1,48,Average Performing
2025-07-10,Contact,Organic Search,Organic,4,5,0.4718,414.43,2.18,0.5098,0.0501,2,38,High Performing
2025-07-11,About,Direct,Direct,4,6,0.5001,129.82,1.0,0.5649,0.0339,0,24,High Performing
2025-07-11,Products,Referral,Referral,3,3,0.6131,176.74,2.17,0.3648,0.0557,0,21,Low Performing
2025-07-11,Blog,Organic Search,Organic,5,6,0.5333,258.08,1.0,0.4346,0.0447,0,1,Average Performing
2025-07-11,Pricing,Referral,Referral,7,7,0.3843,154.95,4.25,0.5787,0.0496,1,60,High Performing
2025-07-11,Blog,Social,Social,11,11,0.4926,164.25,5.4,0.5125,0.0832,0,133,Average Performing
2025-07-11,Checkout,Paid Search,Paid,1,3,0.4585,138.02,11.58,0.5773,0.1329,0,69,Average Performing
2025-07-12,Landing Page,Organic Search,Organic,7,9,0.5308,182.05,4.84,0.4527,0.1007,0,118,Average Performing
2025-07-12,Home,Referral,Referral,4,6,0.455,216.73,3.9,0.6631,0.0798,0,56,Low Performing
2025-07-12,Landing Page,Direct,Direct,3,4,0.5652,57.78,2.9,0.4236,0.0679,0,29,Average Performing
2025-07-12,Products,Referral,Referral,9,10,0.5596,206.72,1.0,0.4377,0.0346,0,11,Low Performing
2025-07-12,Services,Referral,Referral,3,6,0.4815,323.64,3.28,0.5271,0.0608,0,47,Average Performing
2025-07-13,Pricing,Social,Social,4,4,0.5562,123.02,3.27,0.4403,0.0483,2,45,High Performing
2025-07-13,Products,Direct,Direct,3,5,0.513,129.32,1.0,0.5164,0.0117,0,20,Low Performing
2025-07-13,About,Paid Search,Paid,3,3,0.4275,298.79,6.79,0.5985,0.0906,0,41,High Performing
2025-07-13,Home,Referral,Referral,7,8,0.5138,318.19,2.25,0.4761,0.0554,0,46,Low Performing
2025-07-13,Landing Page,Social,Social,9,10,0.4713,121.83,4.4,0.5202,0.0773,0,113,Average Performing
2025-07-14,Contact,Referral,Referral,7,7,0.433,192.08,4.17,0.565,0.0523,0,66,High Performing
2025-07-14,Home,Referral,Referral,11,14,0.4785,295.9,2.54,0.5091,0.0692,1,103,Low Performing
2025-07-14,Pricing,Organic Search,Organic,6,7,0.495,134.57,2.28,0.5139,0.0625,0,64,High Performing
2025-07-14,Products,Social,Social,8,8,0.6371,100.26,1.43,0.3806,0.0374,1,50,Low Performing
2025-07-14,Home,Organic Search,Organic,4,5,0.4593,149.3,2.91,0.5514,0.051,0,43,Low Performing
2025-07-14,Landing Page,Organic Search,Organic,9,10,0.5431,260.71,4.54,0.4418,0.1047,1,86,Average Performing
2025-07-15,Contact,Organic Search,Organic,9,10,0.5527,215.42,2.23,0.4008,0.0605,0,33,High Performing
2025-07-15,Home,Organic Search,Organic,7,9,0.5029,266.02,1.83,0.5131,0.0457,1,91,Low Performing
2025-07-15,Pricing,Referral,Referral,11,12,0.4311,51.96,2.99,0.5694,0.0781,2,50,High Performing
2025-07-15,Home,Referral,Referral,4,5,0.3993,156.58,6.79,0.6832,0.0854,0,70,Low Performing
2025-07-15,FAQ,Organic Search,Organic,4,5,0.5311,322.29,3.82,0.4645,0.1023,0,43,Low Performing
2025-07-15,Services,Direct,Direct,1,1,0.379,457.41,1.98,0.6314,0.0593,0,5,Average Performing
2025-07-16,Blog,Organic Search,Organic,1,2,0.4856,92.73,2.26,0.5366,0.0424,0,16,Average Performing
2025-07-16,Landing Page,Organic Search,Organic,2,3,0.5868,257.87,3.55,0.3432,0.0485,0,27,Average Performing
2025-07-16,About,Organic Search,Organic,8,12,0.5176,46.06,3.5,0.4708,0.0441,0,89,High Performing
2025-07-16,Blog,Direct,Direct,7,9,0.5773,167.3,1.0,0.4803,0.0488,0,27,Average Performing
2025-07-16,Pricing,Social,Social,5,9,0.5696,127.13,2.85,0.4254,0.0336,0,44,High Performing
2025-07-16,Home,Paid Search,Paid,7,7,0.4765,112.09,1.76,0.6003,0.0328,1,35,Low Performing
2025-07-16,Pricing,Social,Social,2,3,0.5338,204.67,1.73,0.4282,0.0501,0,8,High Performing
2025-07-16,Products,Referral,Referral,6,8,0.5574,161.5,1.0,0.4489,0.0243,1,7,Low Performing
2025-07-17,Pricing,Direct,Direct,5,6,0.4968,134.87,2.39,0.4847,0.0324,1,52,High Performing
2025-07-17,Services,Referral,Referral,7,8,0.4967,177.59,1.3,0.5163,0.0264,0,30,Average Performing
2025-07-17,Blog,Organic Search,Organic,6,6,0.4894,229.57,3.88,0.5339,0.0613,1,65,Average Performing
2025-07-17,Pricing,Referral,Referral,4,4,0.4628,131.5,7.42,0.5566,0.0974,0,64,High Performing
2025-07-17,Services,Direct,Direct,1,3,0.4499,153.07,1.5,0.5158,0.0319,0,33,Average Performing
2025-07-17,FAQ,Organic Search,Organic,10,12,0.4712,318.78,1.57,0.4961,0.0197,0,10,Low Performing
2025-07-17,Services,Paid Search,Paid,6,7,0.3797,191.24,4.83,0.6744,0.0559,0,84,Average Performing
2025-07-18,Services,Organic Search,Organic,2,4,0.5527,252.22,1.0,0.4936,0.0088,0,14,Average Performing
2025-07-18,Pricing,Referral,Referral,2,3,0.4896,76.78,1.67,0.4298,0.0243,0,13,High Performing
2025-07-18,About,Paid Search,Paid,4,6,0.5466,89.24,3.64,0.4507,0.0698,1,58,High Performing
2025-07-18,FAQ,Referral,Referral,7,9,0.5205,197.13,5.12,0.4326,0.0746,0,106,Low Performing
2025-07-18,Contact,Organic Search,Organic,11,11,0.5036,66.22,5.91,0.5549,0.1154,2,117,High Performing
2025-07-18,Home,Paid Search,Paid,5,7,0.3904,92.62,7.8,0.5492,0.1091,1,84,Low Performing
2025-07-19,Products,Paid Search,Paid,10,13,0.4389,109.17,2.85,0.6109,0.031,0,98,Low Performing
2025-07-19,Landing Page,Direct,Direct,10,12,0.6058,238.72,7.49,0.3874,0.1165,2,155,Average Performing
2025-07-19,Products,Direct,Direct,7,7,0.3916,221.32,7.7,0.624,0.0976,0,139,Low Performing
2025-07-19,Blog,Paid Search,Paid,1,2,0.4933,120.2,1.91,0.5441,0.0585,1,9,Average Performing
2025-07-19,Contact,Organic Search,Organic,5,7,0.6454,120.3,1.0,0.4187,0.0217,0,19,High Performing
2025-07-19,Contact,Direct,Direct,1,2,0.4177,252.84,3.16,0.6072,0.0444,0,10,High Performing
2025-07-19,About,Referral,Referral,10,11,0.5676,221.61,2.61,0.4383,0.0719,2,76,High Performing
2025-07-19,Services,Direct,Direct,4,4,0.3784,194.28,9.85,0.6472,0.1433,0,91,Average Performing
2025-07-20,Blog,Direct,Direct,8,9,0.4987,166.57,1.0,0.4704,0.0564,0,58,Average Performing
2025-07-20,FAQ,Paid Search,Paid,9,11,0.5869,331.0,1.0,0.4199,0.0395,1,49,Low Performing
2025-07-20,Services,Organic Search,Organic,3,4,0.4818,133.62,1.28,0.5306,0.0495,0,15,Average Performing
2025-07-20,Blog,Organic Search,Organic,3,6,0.5488,41.14,1.0,0.4558,0.0519,0,23,Average Performing
2025-07-22,Checkout,Direct,Direct,6,7,0.4891,167.09,6.09,0.5386,0.0937,1,81,Average Performing
2025-07-22,Blog,Referral,Referral,6,7,0.5052,91.18,6.54,0.5461,0.0448,0,115,Average Performing
2025-07-22,Home,Direct,Direct,5,6,0.4492,318.62,5.4,0.4712,0.0719,0,70,Low Performing
2025-07-22,Home,Referral,Referral,1,4,0.4873,203.36,1.57,0.4882,0.0298,0,18,Low Performing
2025-07-22,Checkout,Organic Search,Organic,7,8,0.4857,52.42,1.88,0.52,0.0278,0,32,Average Performing
2025-07-23,About,Organic Search,Organic,8,8,0.438,132.76,8.69,0.5734,0.1151,0,133,High Performing
2025-07-23,Blog,Paid Search,Paid,6,7,0.2999,69.74,4.76,0.7017,0.0688,0,102,Average Performing
2025-07-23,Home,Direct,Direct,7,7,0.5878,236.23,1.0,0.4542,0.0417,0,26,Low Performing
2025-07-23,Blog,Organic Search,Organic,1,4,0.5176,196.92,1.0,0.4686,0.036,0,29,Average Performing
2025-07-24,FAQ,Organic Search,Organic,10,11,0.5256,167.73,3.54,0.4165,0.067,0,51,Low Performing
2025-07-24,FAQ,Paid Search,Paid,4,8,0.3833,291.05,1.07,0.681,0.0505,0,17,Low Performing
2025-07-25,About,Direct,Direct,5,6,0.452,87.9,1.0,0.5423,0.0165,0,14,High Performing
2025-07-25,Landing Page,Direct,Direct,3,3,0.6556,356.47,4.79,0.3118,0.1207,1,36,Average Performing
2025-07-25,Blog,Organic Search,Organic,8,8,0.4794,289.99,4.73,0.5878,0.1013,0,100,Average Performing
2025-07-25,About,Organic Search,Organic,3,6,0.441,369.09,2.17,0.5934,0.0693,1,30,High Performing
2025-07-25,Pricing,Paid Search,Paid,11,13,0.5269,42.67,6.32,0.4544,0.1252,2,156,High Performing
2025-07-25,Home,Direct,Direct,5,6,0.3856,103.67,5.42,0.6141,0.0905,0,50,Low Performing
2025-07-25,Blog,Social,Social,7,7,0.5407,20.0,1.6,0.4964,0.011,0,36,Average Performing
2025-07-26,Services,Paid Search,Paid,2,4,0.5281,109.4,1.0,0.5018,0.0101,0,35,Average Performing
2025-07-26,Pricing,Organic Search,Organic,2,2,0.5003,396.12,1.58,0.5112,0.0195,0,9,High Performing
2025-07-26,About,Paid Search,Paid,8,9,0.5331,116.59,5.83,0.5192,0.0716,2,150,High Performing
2025-07-26,FAQ,Direct,Direct,11,11,0.5005,289.51,2.33,0.4737,0.0348,1,82,Low Performing
2025-07-27,Landing Page,Social,Social,1,2,0.4906,228.11,4.21,0.5549,0.0895,0,13,Average Performing
2025-07-27,Checkout,Organic Search,Organic,3,4,0.5463,230.59,4.06,0.4912,0.0718,0,33,Average Performing
2025-07-27,FAQ,Direct,Direct,10,10,0.5695,156.89,1.52,0.4796,0.047,1,38,Low Performing
2025-07-27,Services,Organic Search,Organic,7,7,0.5238,98.46,1.0,0.4941,0.0356,0,27,Average Performing
2025-07-27,Home,Paid Search,Paid,8,10,0.3767,439.77,3.14,0.6269,0.0568,0,88,Low Performing
2025-07-27,Home,Direct,Direct,4,6,0.5147,169.49,1.09,0.589,0.0598,0,42,Low Performing
2025-07-27,Blog,Social,Social,1,4,0.507,326.69,3.5,0.4591,0.0757,0,39,Average Performing
2025-07-28,Products,Direct,Direct,10,11,0.5902,165.1,1.98,0.4074,0.0667,0,41,Low Performing
2025-07-28,Home,Paid Search,Paid,7,8,0.61,268.52,1.65,0.38,0.036,0,35,Low Performing
2025-07-28,Home,Paid Search,Paid,11,13,0.5515,82.1,6.44,0.3969,0.0929,1,132,Low Performing
2025-07-28,FAQ,Direct,Direct,10,10,0.5056,169.88,1.83,0.4675,0.0551,3,37,Low Performing
2025-07-28,Checkout,Organic Search,Organic,9,11,0.5515,262.27,1.38,0.5075,0.0439,0,126,Average Performing
2025-07-28,Blog,Organic Search,Organic,8,8,0.6201,45.9,2.73,0.3833,0.0371,0,35,Average Performing
2025-07-28,Home,Paid Search,Paid,7,9,0.4751,40.08,1.89,0.5692,0.0227,0,29,Low Performing
2025-07-28,Landing Page,Organic Search,Organic,11,15,0.4455,228.77,1.0,0.5544,0.0155,0,18,Average Performing
2025-07-29,Pricing,Direct,Direct,7,7,0.5203,239.56,1.0,0.4722,0.049,2,38,High Performing
2025-07-29,Products,Referral,Referral,3,4,0.428,168.69,2.85,0.6399,0.0617,0,29,Low Performing
2025-07-29,Blog,Organic Search,Organic,10,10,0.5215,332.52,1.45,0.4852,0.044,1,58,Average Performing
2025-07-29,About,Referral,Referral,4,5,0.572,196.64,5.02,0.3916,0.0987,0,74,High Performing
2025-07-29,Products,Direct,Direct,6,7,0.4823,71.74,3.51,0.4897,0.069,0,78,Low Performing
2025-07-29,Checkout,Referral,Referral,1,2,0.4903,456.05,1.21,0.4993,0.0236,0,10,Average Performing
2025-07-30,Landing Page,Paid Search,Paid,3,3,0.5175,203.11,1.0,0.4652,0.0268,0,15,Average Performing
2025-07-30,Blog,Paid Search,Paid,9,10,0.3841,426.16,4.07,0.6095,0.1122,0,122,Average Performing
2025-07-30,Products,Paid Search,Paid,6,6,0.4667,121.85,1.68,0.526,0.0617,0,32,Low Performing
2025-07-30,Home,Paid Search,Paid,6,8,0.4522,58.12,2.85,0.5482,0.0768,1,63,Low Performing
2025-07-30,Home,Social,Social,3,5,0.5271,329.39,2.89,0.5256,0.0499,0,27,Low Performing
2025-07-30,Home,Referral,Referral,2,3,0.5231,219.36,2.81,0.5158,0.0256,0,21,Low Performing
2025-07-30,Home,Referral,Referral,8,9,0.4821,410.59,3.15,0.4874,0.0638,1,65,Low Performing
2025-07-31,Products,Referral,Referral,9,12,0.4172,47.24,5.62,0.5857,0.0969,1,127,Low Performing
2025-07-31,Landing Page,Referral,Referral,7,7,0.4496,86.06,5.9,0.5584,0.0805,1,98,Average Performing
2025-07-31,Home,Social,Social,7,9,0.5182,173.62,1.93,0.5108,0.0398,0,91,Low Performing
2025-07-31,Home,Paid Search,Paid,6,7,0.5328,142.36,1.76,0.4123,0.0474,0,39,Low Performing
2025-07-31,Landing Page,Organic Search,Organic,8,11,0.3887,21.06,4.98,0.6515,0.0747,1,140,Average Performing
2025-07-31,Landing Page,Referral,Referral,5,8,0.5298,447.78,2.42,0.5182,0.0919,0,35,Average Performing
2025-07-31,Contact,Direct,Direct,5,5,0.5384,111.62,1.75,0.4662,0.0548,0,18,High Performing
2025-08-01,Home,Organic Search,Organic,11,12,0.426,441.74,3.91,0.5438,0.0824,1,114,Low Performing
2025-08-01,Products,Paid Search,Paid,2,2,0.4102,168.28,5.33,0.5717,0.0996,0,27,Low Performing
2025-08-01,About,Organic Search,Organic,6,7,0.4425,67.32,1.47,0.553,0.0281,0,26,High Performing
2025-08-02,Services,Paid Search,Paid,11,11,0.4852,121.43,2.85,0.524,0.0569,0,59,Average Performing
2025-08-02,Contact,Organic Search,Organic,6,8,0.4716,258.17,4.85,0.5368,0.1071,1,76,High Performing
2025-08-02,Landing Page,Paid Search,Paid,10,11,0.4363,100.06,1.36,0.5651,0.0561,0,83,Average Performing
2025-08-02,Landing Page,Social,Social,11,11,0.4062,88.06,2.54,0.5985,0.0551,0,4,Average Performing
2025-08-02,Services,Organic Search,Organic,7,7,0.472,237.95,4.26,0.5533,0.1035,1,63,Average Performing
2025-08-02,Home,Organic Search,Organic,3,3,0.5359,165.52,1.17,0.554,0.0331,0,9,Low Performing
2025-08-02,Products,Referral,Referral,5,5,0.5892,134.37,1.87,0.4365,0.0266,0,27,Low Performing
2025-08-02,Landing Page,Direct,Direct,6,9,0.5264,284.7,6.5,0.5023,0.109,2,151,Average Performing
2025-08-03,Blog,Referral,Referral,8,8,0.4135,228.46,1.75,0.5366,0.0375,1,46,Average Performing
2025-08-03,About,Social,Social,4,6,0.4879,60.09,4.65,0.5118,0.0456,0,48,High Performing
2025-08-03,Products,Organic Search,Organic,2,5,0.4837,123.74,1.84,0.5422,0.0612,0,30,Low Performing
2025-08-03,About,Paid Search,Paid,8,10,0.4185,302.59,2.84,0.5989,0.0661,0,45,High Performing
2025-08-03,Home,Social,Social,5,6,0.5604,265.29,1.0,0.3872,0.0517,0,24,Low Performing
2025-08-03,Home,Organic Search,Organic,9,13,0.5694,91.2,5.81,0.4411,0.0559,1,166,Low Performing
2025-08-04,Home,Referral,Referral,4,4,0.4849,138.81,2.76,0.4774,0.0616,0,26,Low Performing
2025-08-04,Checkout,Direct,Direct,1,2,0.5604,305.87,3.22,0.4526,0.0742,0,13,Average Performing
2025-08-04,Products,Paid Search,Paid,5,6,0.4862,167.08,2.3,0.4859,0.0362,1,39,Low Performing
2025-08-04,About,Referral,Referral,8,9,0.4547,111.35,1.81,0.5345,0.0414,1,42,High Performing
2025-08-04,Pricing,Organic Search,Organic,2,5,0.5101,189.42,2.31,0.5231,0.0533,0,16,High Performing
2025-08-04,Products,Direct,Direct,2,2,0.5266,96.54,4.59,0.5012,0.0565,0,24,Low Performing
2025-08-04,Pricing,Referral,Referral,7,7,0.4803,77.79,8.13,0.4734,0.1124,0,118,High Performing
2025-08-04,Services,Referral,Referral,10,12,0.5122,187.09,3.59,0.4099,0.0925,0,112,Average Performing
2025-08-04,Pricing,Organic Search,Organic,5,5,0.4679,66.42,3.79,0.5266,0.0551,1,48,High Performing
2025-08-05,Home,Organic Search,Organic,9,10,0.4771,100.42,1.0,0.5118,0.0275,0,66,Low Performing
2025-08-05,FAQ,Organic Search,Organic,8,8,0.4892,138.74,5.75,0.44,0.098,1,115,Low Performing
2025-08-05,Products,Direct,Direct,2,2,0.494,159.91,1.0,0.4788,0.0121,1,3,Low Performing
2025-08-05,Pricing,Organic Search,Organic,3,5,0.4805,347.05,1.57,0.4901,0.0077,0,24,High Performing
2025-08-05,Products,Direct,Direct,1,1,0.5427,89.49,3.25,0.4362,0.0253,0,9,Low Performing
2025-08-06,Home,Paid Search,Paid,11,13,0.5017,187.57,3.32,0.5217,0.0637,2,80,Low Performing
2025-08-06,Blog,Organic Search,Organic,6,6,0.447,255.65,1.0,0.6144,0.0311,0,34,Average Performing
2025-08-06,Home,Social,Social,11,13,0.5025,125.3,3.96,0.5245,0.0803,1,124,Low Performing
2025-08-06,Landing Page,Organic Search,Organic,8,11,0.4677,129.77,1.0,0.514,0.0316,0,52,Average Performing
2025-08-06,FAQ,Organic Search,Organic,1,4,0.4935,56.12,5.17,0.5289,0.1005,0,53,Low Performing
2025-08-07,Services,Organic Search,Organic,2,3,0.544,72.75,3.1,0.4604,0.031,0,15,Average Performing
2025-08-07,Blog,Paid Search,Paid,4,7,0.4162,105.82,4.66,0.5947,0.0614,1,101,Average Performing
2025-08-07,FAQ,Organic Search,Organic,10,12,0.6227,20.0,1.05,0.4016,0.0134,0,61,Low Performing
2025-08-07,Products,Direct,Direct,5,7,0.4911,117.65,1.0,0.4992,0.0351,0,27,Low Performing
2025-08-07,Contact,Referral,Referral,1,3,0.454,145.9,5.34,0.495,0.069,0,29,High Performing
2025-08-07,Home,Social,Social,11,13,0.54,188.39,5.28,0.4827,0.0654,3,138,Low Performing
2025-08-08,Home,Organic Search,Organic,4,5,0.4322,141.19,2.88,0.5789,0.0522,0,25,Low Performing
2025-08-08,Products,Referral,Referral,11,14,0.4054,363.32,1.88,0.6039,0.0621,0,90,Low Performing
2025-08-08,Blog,Organic Search,Organic,7,7,0.5057,212.8,1.86,0.5578,0.0609,0,36,Average Performing
2025-08-08,Landing Page,Paid Search,Paid,11,12,0.4097,102.41,2.61,0.6472,0.0515,1,85,Average Performing
2025-08-08,Services,Direct,Direct,9,10,0.4814,261.21,5.25,0.541,0.0883,0,97,Average Performing
2025-08-08,Products,Organic Search,Organic,2,3,0.5271,176.25,2.9,0.4711,0.0514,0,24,Low Performing
2025-08-08,About,Organic Search,Organic,4,7,0.5187,174.32,2.85,0.4653,0.0581,0,66,High Performing
2025-08-08,Services,Organic Search,Organic,5,7,0.5768,80.63,2.74,0.3933,0.0448,1,52,Average Performing
2025-08-08,Services,Social,Social,7,7,0.4774,287.19,1.29,0.5191,0.0477,0,50,Average Performing
2025-08-09,Landing Page,Organic Search,Organic,4,5,0.4649,157.22,3.06,0.5398,0.0324,0,20,Average Performing
